mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,label
197.1864,-1.6262724,0.53811836,0.009637074,0.3248073,-0.04007001,-0.4510775,-0.31202635,0.052969567,0.1560437,-0.38593537,0.5836526,0.36013082,0.025364276,0.69539535,0.33629233,-0.17521478,-0.16302595,belly_pain
-258.8531,-8.851876,-55.659473,-4.569681,-11.2992115,4.389693,-22.436462,2.072021,-16.239408,-2.7258637,2.1659663,9.034269,6.3909264,0.8935636,-9.33367,-2.3216102,-7.43627,-3.71634,belly_pain
-258.60556,38.56277,-43.169453,-21.67191,-29.910734,-21.252195,-16.703321,-14.050358,-20.730124,-3.9268973,-0.14455998,0.6977311,-4.947859,-8.773157,-2.9167275,-3.0168114,-5.6099725,-5.366072,belly_pain
-259.75253,40.372597,-42.579002,-21.164587,-30.018965,-21.477772,-17.48867,-12.928388,-21.52365,-6.2725587,-1.2513623,0.9012307,-4.0703883,-9.144273,-4.7862206,-2.824571,-5.3389134,-6.566468,belly_pain
197.26958,-1.5929507,0.17819448,-0.25793967,0.21089981,0.71703225,0.0022665658,-0.27866077,0.048937656,-0.38188082,0.012069907,0.09049764,0.5413574,0.13864614,0.3023239,-0.33031768,0.2584875,0.39214262,tired
-217.48274,15.069839,-17.40799,-11.459912,-6.557859,2.3200474,-2.4872322,-2.689957,-19.658037,-1.6195884,-16.334658,-8.144037,-11.237909,-2.624428,-8.9107485,-5.4775367,-9.288481,-8.177554,tired
-374.90048,22.883572,-43.44711,-12.740217,-19.648891,2.1777806,-18.696686,-6.083965,-1.9831487,12.388076,3.1909418,-4.787615,-7.563424,-8.260686,-7.8261886,-12.472073,1.2540321,-0.6161553,tired
-172.13983,38.228424,-45.62752,-25.32848,-17.614595,-13.040698,-19.333784,-11.961715,-22.848028,-9.644369,-5.4579835,2.381732,-0.9555451,-3.7804306,-8.74439,-8.811297,-4.793217,-2.0995367,tired
-181.1644,-24.079264,-38.59076,-25.037163,-30.607862,17.29174,-27.921204,5.801511,-8.344738,-8.016688,-7.9824014,2.5156312,-3.9225497,9.48594,4.0741105,-1.6815032,-11.593093,-0.18414754,tired
-233.72235,35.5365,-20.220129,-6.780581,-11.055309,1.5197127,-2.6235027,4.389644,-13.228451,-9.424074,-5.471069,-12.755803,-7.860105,-10.629035,-2.846204,-7.748687,-3.923056,-7.6103616,tired
-382.32053,36.94553,-46.820305,-1.5562855,-34.90359,6.155937,-14.197092,-6.0047946,-15.374979,-4.293144,2.2974484,8.407512,-0.8889204,-0.5875775,-10.532285,-0.7520138,-12.637856,-9.914509,tired
-189.47356,52.029797,-37.854263,-19.96022,-19.732367,-27.088598,-25.252449,-17.725723,-18.682503,-4.543112,-10.916941,-6.8121185,-7.099914,-9.103133,-7.7453566,-7.618336,-4.163334,-0.96080244,tired
-212.31561,18.429935,-11.189399,-15.864431,-22.501293,-21.265863,-18.031464,-10.299426,-15.382654,-2.4548411,-6.55169,3.9201205,-2.0125437,1.7414582,-4.4518647,-2.4671564,-8.45588,-3.8582785,tired
197.56108,-1.1966351,0.4578442,-0.23162498,-0.7248057,-0.6409713,-0.18718211,0.01250034,0.34666386,0.35998315,0.34986258,0.6400163,-0.020945158,-0.13337766,-0.9625373,-0.5445372,-0.08096383,0.4102547,tired
-188.25183,50.58052,-38.42445,-20.096611,-19.992914,-28.282114,-24.283428,-18.213114,-17.077557,-4.07526,-11.149846,-6.4043403,-7.370887,-9.27978,-7.1131353,-7.179755,-2.4292107,0.09490388,tired
-101.90694,86.389404,-37.29306,-39.1083,-39.80046,-17.690094,-12.794309,-14.789626,-3.986156,-4.444104,-0.98221755,11.382697,3.4286313,-7.4225044,-6.050458,-3.119706,-4.8174787,-8.840103,tired
-353.87595,72.09509,-17.485928,-11.174752,-12.573647,-1.0034329,-5.56234,-12.866573,-18.35157,-15.486327,-15.482637,-12.705864,-9.117758,-6.880944,-7.6879487,-4.793429,-3.4931188,-5.3287277,tired
197.14337,-1.7784654,0.64467,-0.5551664,-0.44383222,0.024090791,0.21321861,-0.18091676,0.14203987,-0.022055378,0.09068088,-0.60623395,0.21961898,0.05219386,-0.3522249,0.1621103,-0.22875091,-0.19484486,tired
197.06241,-1.4963548,0.64137614,-0.13795812,-0.59533703,-0.55319136,-0.6925087,0.1957282,0.43468004,0.51612216,-0.3950677,-0.41559651,-0.48363155,-0.81452227,0.018396659,-0.12617207,-0.15372871,0.26376656,tired
-242.22993,-0.122413255,-22.201136,-1.8349664,-10.555719,-4.6135774,-24.14868,-9.523169,-3.6223974,-3.453867,-2.5313098,-3.3270657,-6.272354,-3.7100332,-2.5335627,-2.7569327,-1.2492931,-0.56573546,tired
-237.16797,-3.8104966,-17.351744,-3.2794292,-12.607364,1.7762315,-19.177183,-15.476617,-7.1554766,-4.1867843,-4.1152153,1.4143244,-6.4058266,-4.504202,-5.2602844,-0.9531348,-4.2416472,-0.32119894,tired
197.82585,-1.5805539,0.6515528,-0.028032975,-0.5191806,0.21498366,-0.561484,-0.13768055,-0.23387527,-0.69402254,0.74055177,0.4055065,0.72264147,0.41019613,-0.18492681,0.52819556,0.22699903,-0.30606934,tired
-334.12085,41.872047,-26.251442,-2.6429682,-42.19882,1.249183,-4.7204576,-17.688719,-6.0752807,-0.71587366,9.268349,17.03477,0.28841054,-6.5363264,-8.255886,-8.370906,-6.173313,-4.2397003,tired
-334.9871,38.420303,-21.979568,7.984704,-24.555037,-1.1207646,-18.437057,-9.337018,-26.078405,-8.989752,-5.4708395,3.8027647,-2.4196312,-7.2029896,-17.285015,-5.067423,-4.1150017,-5.9229555,tired
-299.7658,-22.056198,-54.87,-10.684995,-13.612977,14.92964,-4.8683667,-1.0047015,-11.420479,-1.6435641,-0.55270845,8.838273,-1.5352056,-2.6622381,-2.0076227,1.2627724,-6.9877067,-1.5761428,tired
197.97203,-0.82558405,0.11090672,-0.74425036,-0.7558534,-0.22833234,-0.49261904,-0.066401854,0.5859459,0.03338804,0.18802576,0.0031710018,0.24326524,-0.04080019,0.18431273,-0.096011594,-0.43931004,0.24462083,tired
-380.9354,31.962648,-45.463028,-7.5547223,-25.250816,5.561452,-15.894144,-7.716405,-8.565117,8.426285,8.746276,-0.34158358,-3.6895769,-8.486458,-5.0549145,-11.556484,-9.051616,0.63882494,tired
-271.82797,73.05114,-45.999622,-7.836341,-31.721487,-20.538452,-16.27494,-13.11366,-11.889052,-12.371947,-13.642535,-8.0761595,-10.597826,-10.545677,-8.432718,-5.5525465,-5.8760705,-4.6200147,tired
-105.41685,85.75629,-22.089485,-34.409206,-39.698624,-25.672947,-13.791658,-14.065558,-13.336783,-0.066290006,-11.438233,1.3911985,8.030729,7.0681896,-5.3515763,-4.871534,-5.283187,-1.7112534,tired
-235.37617,29.645212,-24.652256,-3.1096811,-21.524628,-10.086625,-17.70533,-13.273755,-13.010056,-2.5212722,-1.0117909,-0.35683385,2.6300054,-4.691521,-5.1620603,-8.128416,-5.410824,-5.4677577,tired
197.19574,-1.620295,0.17479296,-0.62091273,-0.333252,0.49830186,0.13720167,-0.56375843,0.2336462,0.15550806,-0.17265765,-0.56307656,0.26651683,-0.30033997,-0.6122806,0.26698878,-0.081322886,-0.028618768,tired
198.18225,-1.4206382,0.13550577,0.38708034,-0.34936735,0.69466513,-0.4002436,-0.24461436,-0.25644618,-0.9433039,0.33380955,0.58172816,0.665168,0.20938373,-0.028912742,-0.15605083,-0.14100058,0.046597805,tired
-321.91565,29.000925,-26.98389,-8.421238,-43.78471,6.9838014,-13.338814,-17.937025,-3.0711958,4.0445604,13.877012,10.864931,-11.122515,-7.0417666,-11.5250025,-6.139487,-7.41108,-5.1202826,tired
-266.7502,70.53906,-39.419975,-7.5187073,-27.414034,-22.147655,-18.707159,-12.124571,-14.172522,-8.036515,-16.19271,-8.900595,-10.753066,-8.068111,-12.432568,-6.9954557,-7.6485248,-5.509068,tired
197.65768,3.3197663,0.6116167,-2.6117263,-3.9566822,-3.8407795,-2.6924212,-1.7635393,-1.4445378,-0.5245928,0.97701555,1.7474761,2.1229253,1.5930234,0.82602316,-0.3071657,-0.28886372,-1.0461545,tired
-422.8118,18.157104,-15.783955,-0.40524864,-31.284216,-6.4565783,-15.3639,-6.7323484,-12.466791,-6.7464476,-7.310171,-5.9280787,-7.798212,-2.715361,-5.8994846,-9.883466,-6.414688,-5.920362,tired
-227.46637,35.25317,-15.983368,-10.546274,-22.45121,-19.465353,-20.006435,-9.417578,-16.289562,-5.028733,-7.4491787,0.83593816,-0.0005576981,1.3877286,-1.3094339,-1.9673886,-4.9277425,-6.394455,tired
-349.06714,57.242153,-23.176682,10.914144,-17.950743,-4.3490825,-10.913009,-8.138592,-15.38784,-17.650547,-9.904071,-3.7911053,0.9339762,3.8034716,-4.692061,-13.650014,-7.4267454,-3.66727,tired
-229.12727,45.91391,-4.0003424,-2.1056287,-17.762852,20.44995,-19.999464,8.834708,-7.482496,-8.917845,-8.772721,-18.178394,-7.5099487,-0.7031748,-8.557117,2.4433444,-10.705675,2.5583045,tired
-181.6707,-26.306822,-37.94655,-26.119246,-13.467254,4.966637,-18.812426,6.396099,-13.890388,-3.391411,-0.42964554,3.4483564,6.266188,2.9622238,-7.974936,-7.4347196,-0.93586475,-5.5441003,tired
198.13596,-1.9852371,-0.31912905,0.39241832,-0.69252735,-0.98400384,0.3641271,0.4778147,-0.5603924,0.17344636,0.8286858,0.5745815,-0.42022115,-0.6732775,-0.22739024,-0.06078526,0.2944082,-0.08637034,tired
197.96014,-1.1078243,0.17293857,0.5849235,0.5152128,-0.37143862,0.11058141,0.32580903,0.21026629,0.053312942,-0.09645048,0.16412124,-0.16060488,-0.4373622,0.08037763,-0.015419114,-0.10510665,-0.054778524,tired
-309.2846,-17.599112,-54.75771,-8.870082,-7.035182,14.151725,-5.6868596,-3.100015,-8.316049,2.335444,4.5175653,5.532964,-4.706801,-0.9880677,0.359803,-3.165751,-5.441155,1.044289,tired
197.77371,-1.8620613,-0.030632723,-0.74006313,-0.6830246,0.22871754,0.039522156,-0.00055243145,-0.06867824,-0.0026401281,0.5362895,0.19029124,0.44970194,0.3143835,0.09895929,0.06056741,-0.27878785,0.2901998,tired
-384.33936,93.19006,13.354951,5.5878406,-35.85444,-26.781277,-26.9465,-25.985186,-21.579758,-14.537034,-13.714907,-0.044804502,-5.254859,-6.948888,-6.858896,-16.533512,-8.747748,-12.609259,tired
-376.6588,7.211593,-41.922016,-9.278087,-33.272266,-1.9660066,-11.632721,-2.824343,-15.101893,0.5367746,-1.567305,4.3647585,2.6586928,2.4767373,-9.646579,-5.6413207,-5.4243155,-4.0053873,tired
-219.3648,8.026293,-19.170185,-10.739669,-22.325005,-12.839317,-21.138912,-11.108765,-8.000588,3.5170107,-2.677428,2.4470296,-7.1741376,-7.3198786,-8.354553,-4.723813,-3.8471642,-1.3401431,tired
-413.25278,12.133256,-13.676055,4.7331805,-30.368902,-8.766409,-14.7798395,-7.560968,-10.912028,-9.228598,-7.3636403,-5.898825,-7.4512978,-7.4537196,-2.359288,-5.6519938,-8.158764,-7.1248302,tired
-518.13745,55.82259,19.839031,15.108027,2.4072478,-0.584937,-4.911595,1.5381001,-12.058678,0.65366155,-11.480128,-2.320789,-11.939948,-5.7827735,-15.155827,-8.524575,-9.881352,-7.4393415,tired
-242.3958,60.600323,-4.0446086,5.680237,-21.436792,17.155159,-8.223787,-1.5762416,3.770935,-7.48283,-4.668615,-6.7261553,-20.327606,-2.2430046,-6.3813596,-4.721505,3.3150184,-12.03925,tired
-325.9757,34.040386,-18.12079,-2.075461,-17.604704,-8.700117,-21.097843,-18.881731,-8.634677,4.673662,-1.8269193,-8.645229,-15.44691,-7.143248,0.0097644245,-8.871409,-5.5123935,1.7361515,tired
-220.76294,-13.819838,-79.48888,-17.15705,-4.647421,-5.663099,0.8276377,3.7949271,-10.154594,-0.7038395,-9.490917,-3.0323448,0.20459273,7.617443,5.8183722,6.866032,-1.8149451,-9.34947,tired
-288.2689,95.39225,-40.55258,-3.0630805,-22.075148,-20.885876,-19.74663,-12.044639,-14.167197,-7.7992043,-10.687501,-12.222083,-9.258233,-8.337118,-7.6153665,-10.532573,-7.5950985,-6.785762,tired
-222.70226,27.150686,-17.05176,-16.519806,-24.887037,-20.920982,-16.809956,-11.369208,-12.529026,-1.316757,-2.934883,3.8784163,-1.7702738,-0.7519737,-5.0890274,-5.4256673,-7.216845,-1.946261,tired
-213.3901,31.444984,-18.776358,9.784419,-28.50349,1.7925489,-15.803759,-10.343148,-11.039598,-15.015871,-10.870309,-4.3027472,1.540787,6.6378517,-8.524298,-10.142612,-11.316811,-1.9306312,tired
-212.82039,-33.9803,-79.004616,-15.763539,-4.9735303,-6.165211,1.7277557,0.549163,-12.404664,0.23608254,-12.642756,2.831075,2.624608,10.333251,2.3466096,2.6416826,-12.104789,-4.206656,tired
-455.3052,-4.7315516,-8.049129,4.560199,-22.11125,-3.6715155,-10.760237,-9.844643,-4.1246448,-4.1178184,-11.14951,-0.20966615,-6.8335695,-5.3213654,-2.6047726,-4.7048054,-5.180837,-4.1171575,tired
197.02579,-2.0872054,0.31053415,-0.48470023,0.11096506,0.4676815,0.05782341,0.18051691,0.050856516,-0.20887169,-0.2578488,-0.38197738,-0.09640264,-0.17242259,-0.10266082,-0.1929704,-0.07676009,0.07211973,tired
-373.7769,1.7830185,-41.977715,-17.365236,-20.310099,-1.4629323,-11.372672,-8.3730755,-0.75860023,6.743916,2.7502208,1.1222591,-8.902754,-9.717086,-2.352617,-4.2000403,-4.464327,1.0630814,tired
